Artist_Reputation,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Cost
Low_Reputation,1085.0,Clay,6.0,21.37,Yes,Yes,No,Airways,Yes,Wealthy,-245.97
Low_Reputation,751.0,Bronze,4.25,23.43,No,No,No,Roadways,No,Wealthy,-157.68
Moderate_Reputation,7270.0,Marble,19.17,79.65,No,No,No,Waterways,No,Working Class,-705.56
High_Reputation,209.0,Wood,6.11,17.47,Yes,No,No,Waterways,No,Working Class,-668.38
High_Reputation,161.0,Aluminium,4.74,18.45,Yes,Yes,No,Airways,No,Wealthy,-350.6
Low_Reputation,2382.0,Marble,5.54,18.18,No,No,No,Roadways,No,Working Class,-208.82
Moderate_Reputation,387.0,Clay,5.84,22.26,Yes,No,No,Waterways,Yes,Wealthy,-272.7
Moderate_Reputation,4288.0,Bronze,20.26,20.55,No,Yes,Yes,Airways,No,Wealthy,-539.21
Low_Reputation,981.0,Wood,6.62,21.91,No,No,No,Roadways,No,Working Class,-142.02
Low_Reputation,27227.0,Brass,19.98,71.68,No,No,No,Waterways,No,Working Class,-427.8
High_Reputation,1023.0,Clay,3.69,20.91,No,No,No,Waterways,Yes,Working Class,-342.77
Low_Reputation,17431.0,Clay,75.0,77.43,No,Yes,No,Roadways,Yes,Working Class,-638.57
Moderate_Reputation,327.0,Clay,3.28,16.96,Yes,No,No,Waterways,Yes,Working Class,-186.92
Low_Reputation,101.0,Wood,6.32,17.64,Yes,No,Yes,Airways,No,Working Class,-154.09
Moderate_Reputation,1163.0,Brass,5.72,23.68,No,Yes,Yes,Roadways,No,Working Class,-409.15
High_Reputation,27899.66926070039,Brass,4.43,17.42,No,Yes,No,Roadways,No,Working Class,-220.28
Low_Reputation,2264.0,Bronze,5.08,16.51,Yes,No,No,Waterways,No,Working Class,-190.7
High_Reputation,2935.0,Aluminium,10.4,16.43,No,No,No,Roadways,No,Working Class,-589.58
Moderate_Reputation,13800.0,Clay,27.66,63.16,No,No,No,Roadways,Yes,Working Class,-733.34
Low_Reputation,992.0,Aluminium,3.94,11.98,Yes,No,Yes,Waterways,No,Working Class,-171.98
Low_Reputation,3427.5422818791944,Clay,21.21,38.07,No,No,No,Roadways,Yes,Wealthy,-643.39
Moderate_Reputation,889.0,Clay,4.71,10.68,No,No,No,Roadways,Yes,Working Class,-156.15
High_Reputation,2304.0,Bronze,10.05,20.22,No,Yes,Yes,Roadways,No,Working Class,-415.93
High_Reputation,1373.0,Aluminium,5.41,11.5,No,No,Yes,Roadways,No,Working Class,-364.96
Low_Reputation,43271.0,Bronze,37.57,26.55,Yes,Yes,No,Airways,No,Wealthy,-647.02
Moderate_Reputation,18983.0,Marble,81.02,27.81,No,No,No,Roadways,No,Working Class,-846.85
Moderate_Reputation,396.89110225763613,Wood,3.86,24.32,No,No,Yes,Roadways,No,Working Class,-271.58
High_Reputation,2138.0,Aluminium,3.65,13.14,No,No,No,Roadways,No,Wealthy,-528.19
Moderate_Reputation,5556.0,Brass,12.68,44.02,Yes,Yes,Yes,Airways,No,Wealthy,-737.66
Low_Reputation,2051.0,Bronze,3.74,20.05,Yes,Yes,Yes,Airways,No,Wealthy,-246.73
Low_Reputation,86188.0,Bronze,62.17,91.54,Yes,Yes,No,Airways,No,Working Class,-1110.42
Moderate_Reputation,59.0,Wood,5.5,14.53,Yes,No,Yes,Roadways,No,Working Class,-247.89
Moderate_Reputation,9266.0,Clay,12.97,86.36,Yes,No,Yes,Waterways,Yes,Wealthy,-1041.98
High_Reputation,6252.0,Brass,40.39,51.8,No,No,No,Roadways,No,Wealthy,-1120.9
Low_Reputation,84.0,Aluminium,4.97,22.53,No,No,No,Airways,No,Working Class,-131.56
Very_High_Reputation,396.0,Wood,5.2,20.05,No,No,No,Roadways,No,Working Class,-985.38
Low_Reputation,589.0,Wood,4.77,13.5,Yes,Yes,Yes,Airways,No,Working Class,-125.19
High_Reputation,857.0,Bronze,6.28,10.94,No,Yes,No,Roadways,No,Wealthy,-528.23
Low_Reputation,12183.0,Stone,25.65,77.68,Yes,Yes,Yes,Airways,No,Wealthy,-647.4
Moderate_Reputation,396.89110225763613,Wood,5.19,11.15,No,No,Yes,Roadways,No,Working Class,-153.33
Low_Reputation,823.0,Clay,5.12,12.52,Yes,No,Yes,Waterways,Yes,Working Class,-140.47
Low_Reputation,8084.0,Bronze,27.19,69.67,No,No,No,Roadways,No,Working Class,-499.71
Low_Reputation,2678.0,Brass,6.58,23.56,No,No,No,Roadways,No,Working Class,-164.67
High_Reputation,71.0,Wood,4.36,11.49,No,No,No,Airways,No,Wealthy,-276.08
Low_Reputation,773.0,Wood,3.4,14.3,No,Yes,Yes,Airways,No,Working Class,-157.32
Low_Reputation,357.0,Wood,4.24,10.86,No,No,Yes,Roadways,No,Working Class,-143.5
High_Reputation,124.0,Wood,3.04,11.79,No,Yes,No,Airways,No,Wealthy,-280.96
Moderate_Reputation,49.0,Aluminium,5.11,19.4,No,No,No,Roadways,No,Working Class,-194.05
High_Reputation,2195.0,Clay,4.35,16.15,No,No,No,Roadways,Yes,Working Class,-439.47
Low_Reputation,763.0,Wood,3.17,13.15,Yes,No,No,Waterways,No,Working Class,-122.32
High_Reputation,31.0,Aluminium,5.03,12.89,No,No,No,Roadways,No,Working Class,-170.34
High_Reputation,18.0,Wood,4.63,21.12,No,No,No,Waterways,No,Working Class,-216.47
Low_Reputation,829.0,Clay,5.99,23.3,No,No,Yes,Airways,Yes,Working Class,-252.2
Moderate_Reputation,1246.0,Clay,6.37,11.0,No,No,No,Roadways,Yes,Working Class,-174.79
Moderate_Reputation,5571.0,Brass,8.21,39.25,No,Yes,Yes,Airways,No,Working Class,-639.32
High_Reputation,126.0,Wood,3.22,19.2,No,No,No,Airways,No,Working Class,-258.36
Low_Reputation,27670.0,Marble,72.98,54.57,No,No,No,Roadways,No,Working Class,-480.07
Moderate_Reputation,27021.0,Brass,102.06,68.35,No,No,No,Roadways,No,Working Class,-781.41
Moderate_Reputation,13.0,Clay,3.02,22.39,Yes,No,No,Roadways,Yes,Working Class,-190.7
Moderate_Reputation,1357.0,Bronze,8.02,18.83,No,No,Yes,Airways,No,Working Class,-460.73
Low_Reputation,16977.728997289974,Bronze,11.05,60.18,No,No,No,Airways,No,Wealthy,-993.2
Moderate_Reputation,566.0,Marble,6.82,14.99,Yes,No,Yes,Waterways,No,Working Class,-256.23
Very_High_Reputation,41.0,Wood,6.26,16.84,No,Yes,Yes,Airways,No,Wealthy,-179.43
Low_Reputation,2496.0,Bronze,6.83,15.86,Yes,No,No,Airways,No,Working Class,-164.1
Low_Reputation,687.0,Aluminium,3.85,15.8,No,No,No,Airways,No,Working Class,-143.46
High_Reputation,74140.0,Stone,153.25,26.38,No,No,No,Roadways,No,Wealthy,-987.73
Low_Reputation,719.0,Aluminium,5.06,23.29,Yes,No,Yes,Airways,No,Working Class,-248.14
Low_Reputation,521.0,Wood,3.64,10.88,Yes,No,No,Waterways,No,Working Class,-86.39
High_Reputation,20660.0,Stone,26.03,97.38,No,No,No,Roadways,No,Wealthy,-1104.57
High_Reputation,1425.0,Aluminium,6.78,20.9,Yes,No,Yes,Airways,No,Working Class,-573.09
Moderate_Reputation,846.0,Aluminium,4.39,11.62,No,No,No,Roadways,No,Working Class,-192.74
Low_Reputation,57407.0,Brass,27.93,69.76,No,No,No,Waterways,No,Wealthy,-608.56
High_Reputation,51.0,Aluminium,4.19,11.64,No,No,No,Roadways,No,Working Class,-159.46
Moderate_Reputation,3427.5422818791944,Clay,5.35,23.86,No,No,No,Roadways,Yes,Working Class,-251.34
High_Reputation,923.0,Marble,5.5,17.95,No,No,No,Roadways,No,Working Class,-327.76
Low_Reputation,6761.0,Brass,7.46,36.62,No,No,No,Roadways,No,Working Class,-264.88
High_Reputation,165.0,Aluminium,3.08,19.34,No,No,Yes,Roadways,No,Working Class,-277.15
High_Reputation,686.0,Aluminium,6.29,16.68,No,No,No,Waterways,No,Working Class,-282.23
High_Reputation,148.0,Wood,4.46,15.37,Yes,Yes,No,Airways,No,Working Class,-126.93
Low_Reputation,2998.0,Aluminium,4.59,16.76,Yes,Yes,Yes,Airways,No,Wealthy,-288.08
High_Reputation,3643.0,Marble,11.46,11.16,Yes,No,Yes,Airways,No,Working Class,-364.59
Low_Reputation,21597.0,Brass,73.61,77.72,No,No,No,Roadways,No,Working Class,-641.4
Low_Reputation,1004.0,Aluminium,6.05,17.5,No,Yes,No,Roadways,No,Working Class,-130.28
Low_Reputation,1746.0,Clay,5.7,12.83,No,No,Yes,Roadways,Yes,Working Class,-140.74
Low_Reputation,4219.0,Stone,6.35,11.89,No,Yes,No,Airways,No,Working Class,-184.03
Low_Reputation,1609.0,Bronze,5.31,13.81,No,Yes,No,Roadways,No,Wealthy,-270.08
Low_Reputation,18915.0,Bronze,8.37,70.41,Yes,Yes,No,Airways,No,Working Class,-411.56
Moderate_Reputation,1129.0,Wood,6.41,23.82,Yes,No,Yes,Waterways,No,Wealthy,-342.42
Moderate_Reputation,139.0,Wood,4.03,16.52,No,No,No,Roadways,No,Working Class,-157.74
Moderate_Reputation,11914.0,Brass,7.64,69.06,No,No,No,Roadways,No,Working Class,-759.0
Moderate_Reputation,8334.0,Brass,40.01,70.44,No,No,No,Roadways,No,Working Class,-593.71
Very_High_Reputation,295.0,Aluminium,5.41,14.42,Yes,No,Yes,Waterways,No,Working Class,-634.08
Low_Reputation,3995.0,Bronze,9.32,11.85,No,No,No,Roadways,No,Working Class,-155.87
Moderate_Reputation,2059.0,Clay,6.64,23.11,Yes,No,Yes,Airways,Yes,Working Class,-357.66
Low_Reputation,1128.0,Aluminium,6.35,22.01,No,No,No,Roadways,No,Working Class,-188.21
Low_Reputation,588.0,Bronze,6.39,18.72,No,No,No,Roadways,No,Working Class,-189.76
Low_Reputation,44037.0,Bronze,17.21,74.7,Yes,No,Yes,Waterways,No,Working Class,-671.17
High_Reputation,2148.0,Bronze,7.68,17.86,Yes,No,No,Waterways,No,Working Class,-764.79
High_Reputation,27899.66926070039,Brass,15.67,20.65,No,No,No,Roadways,No,Working Class,-459.06
Moderate_Reputation,91.0,Wood,6.67,19.7,No,Yes,No,Airways,No,Working Class,-278.06
Moderate_Reputation,104.0,Wood,5.79,24.92,No,No,Yes,Waterways,No,Working Class,-264.43
Moderate_Reputation,6212.0,Brass,26.81,43.5,Yes,Yes,Yes,Airways,No,Wealthy,-635.7
Low_Reputation,32.0,Clay,3.25,12.15,No,Yes,Yes,Roadways,Yes,Wealthy,-123.58
High_Reputation,747.0,Wood,5.1,20.97,Yes,Yes,No,Airways,No,Wealthy,-1046.32
Moderate_Reputation,1351.5868187579215,Aluminium,3.45,23.51,No,No,Yes,Roadways,No,Working Class,-255.49
High_Reputation,849.0,Clay,5.34,13.54,No,No,No,Roadways,Yes,Working Class,-281.18
Very_High_Reputation,62.0,Wood,6.17,23.53,No,Yes,No,Roadways,No,Working Class,561.98
High_Reputation,315.0,Brass,5.74,15.91,No,No,No,Roadways,No,Working Class,243.11
Moderate_Reputation,16977.728997289974,Bronze,10.85,12.57,Yes,No,No,Airways,No,Working Class,230.95
Moderate_Reputation,53.0,Clay,3.45,21.91,No,Yes,No,Airways,Yes,Wealthy,175.28
High_Reputation,186.0,Clay,4.47,12.27,No,No,Yes,Roadways,Yes,Working Class,194.91
Low_Reputation,36938.0,Marble,155.98,71.83,No,Yes,No,Roadways,No,Working Class,783.05
High_Reputation,8737.0,Brass,22.05,68.33,No,Yes,Yes,Airways,No,Working Class,1271.89
Moderate_Reputation,3427.5422818791944,Clay,24.49,68.84,No,No,Yes,Roadways,Yes,Working Class,783.99
Very_High_Reputation,163.0,Wood,5.02,14.62,No,No,No,Roadways,No,Working Class,363.89
Moderate_Reputation,1754.0,Clay,3.87,19.54,Yes,No,No,Waterways,Yes,Working Class,234.16
Low_Reputation,2860.0,Brass,8.35,13.32,No,Yes,Yes,Airways,No,Wealthy,243.96
Low_Reputation,299.0,Clay,3.54,11.5,No,No,Yes,Airways,Yes,Working Class,113.19
Moderate_Reputation,150.0,Marble,4.34,18.43,No,Yes,No,Roadways,No,Working Class,197.57
Low_Reputation,158.0,Clay,6.05,17.11,Yes,No,No,Waterways,Yes,Wealthy,161.12
High_Reputation,7795.0,Bronze,50.58,73.55,No,No,No,Roadways,No,Working Class,2071.78
Moderate_Reputation,27899.66926070039,Brass,22.39,90.61,Yes,No,Yes,Waterways,No,Wealthy,949.26
High_Reputation,22.0,Clay,5.07,19.25,No,Yes,No,Airways,Yes,Wealthy,258.04
Low_Reputation,61924.0,Clay,102.17,44.45,No,No,No,Roadways,Yes,Working Class,882.03
Very_High_Reputation,200.0,Wood,6.66,11.58,No,Yes,Yes,Roadways,No,Working Class,125.68
Moderate_Reputation,2804.0,Bronze,4.21,14.39,No,No,No,Roadways,No,Working Class,211.12
Moderate_Reputation,119.0,Brass,5.81,16.82,No,No,No,Roadways,No,Working Class,210.72
Moderate_Reputation,202.0,Wood,3.58,19.52,No,Yes,No,Airways,No,Wealthy,247.98
Low_Reputation,2579.0,Brass,6.52,13.95,Yes,No,Yes,Roadways,No,Working Class,210.98
Moderate_Reputation,81.0,Wood,3.91,13.4,No,Yes,Yes,Airways,No,Wealthy,198.88
Low_Reputation,4076.0,Brass,5.77,17.88,No,Yes,Yes,Airways,No,Working Class,222.19
Low_Reputation,20096.0,Brass,88.16,33.96,No,No,No,Roadways,No,Wealthy,732.35
Low_Reputation,41853.0,Stone,70.71,36.33,Yes,Yes,Yes,Airways,No,Working Class,662.64
Moderate_Reputation,8727.0,Brass,20.25,51.35,No,Yes,No,Airways,No,Working Class,779.34
Low_Reputation,1794.0,Marble,4.12,15.71,Yes,No,Yes,Airways,No,Working Class,232.22
Moderate_Reputation,36.0,Clay,6.41,11.55,No,No,Yes,Roadways,Yes,Working Class,225.18
Moderate_Reputation,369.0,Aluminium,5.67,24.82,No,No,No,Waterways,No,Working Class,313.62
Low_Reputation,1351.5868187579215,Aluminium,4.26,21.17,No,No,Yes,Roadways,No,Working Class,208.13
Moderate_Reputation,119.0,Aluminium,5.78,22.48,No,No,No,Roadways,No,Working Class,260.9
High_Reputation,898.0,Aluminium,5.34,14.32,No,No,No,Roadways,No,Working Class,456.91
Low_Reputation,94.0,Clay,6.43,14.32,No,No,No,Roadways,Yes,Working Class,164.72
High_Reputation,246.0,Wood,3.11,14.95,No,No,Yes,Roadways,No,Working Class,580.17
Very_High_Reputation,744.0,Wood,5.26,11.3,Yes,No,No,Waterways,No,Working Class,596.34
Low_Reputation,1194.0,Aluminium,5.32,18.1,Yes,No,No,Airways,No,Working Class,168.58
Moderate_Reputation,285.0,Wood,5.02,21.16,No,Yes,No,Airways,No,Working Class,354.09
Low_Reputation,396.89110225763613,Wood,5.24,12.89,No,No,Yes,Roadways,No,Working Class,115.84
Low_Reputation,1633.0,Brass,4.36,19.78,No,No,Yes,Roadways,No,Wealthy,235.7
Moderate_Reputation,9309.0,Bronze,33.12,71.84,No,No,No,Roadways,No,Wealthy,651.86
Moderate_Reputation,1764.0,Wood,5.36,20.25,No,Yes,No,Airways,No,Wealthy,356.15
Very_High_Reputation,476.0,Brass,6.05,13.59,No,Yes,No,Airways,No,Wealthy,324.78
Moderate_Reputation,3257.0,Aluminium,24.82,20.96,Yes,No,Yes,Airways,No,Wealthy,665.48
Moderate_Reputation,530.0,Bronze,4.65,14.39,No,Yes,Yes,Airways,No,Working Class,236.94
High_Reputation,9369.0,Brass,37.66,33.25,No,Yes,No,Roadways,No,Wealthy,1063.2
Low_Reputation,440.0,Wood,4.39,13.23,No,No,No,Roadways,No,Working Class,115.44
High_Reputation,1316.0,Aluminium,5.62,21.18,No,No,Yes,Roadways,No,Working Class,685.84
Low_Reputation,8134.0,Brass,18.15,25.48,No,Yes,Yes,Roadways,No,Wealthy,383.55
Moderate_Reputation,12241.0,Brass,57.11,43.57,No,Yes,No,Airways,No,Working Class,1337.01
Moderate_Reputation,9316.0,Clay,54.46,77.16,Yes,No,Yes,Waterways,Yes,Wealthy,1876.76
Very_High_Reputation,19451.0,Marble,112.56,42.68,No,No,Yes,Roadways,No,Working Class,1290.57
Very_High_Reputation,511.0,Wood,6.03,24.94,Yes,Yes,No,Airways,No,Working Class,1577.2
Moderate_Reputation,15641.0,Brass,17.68,54.93,No,Yes,No,Roadways,No,Working Class,621.83
Low_Reputation,60867.0,Stone,176.45,54.79,No,No,No,Roadways,No,Working Class,502.55
Moderate_Reputation,1152.0,Aluminium,5.64,14.89,No,No,Yes,Roadways,No,Working Class,264.91
Moderate_Reputation,38534.0,Brass,191.77,37.48,No,No,Yes,Roadways,No,Working Class,1042.8
Moderate_Reputation,37717.0,Marble,93.22,64.11,No,No,No,Roadways,No,Working Class,1477.63
Low_Reputation,17086.0,Brass,12.18,90.23,No,Yes,Yes,Roadways,No,Wealthy,738.06
Very_High_Reputation,463.0,Wood,5.54,16.74,Yes,No,No,Airways,No,Working Class,872.62
Moderate_Reputation,802.0,Clay,5.15,13.75,Yes,No,Yes,Waterways,Yes,Working Class,244.1
Moderate_Reputation,11.0,Wood,4.17,20.71,No,No,No,Roadways,No,Working Class,163.68
Moderate_Reputation,695.0,Wood,5.5,13.92,No,No,No,Roadways,No,Working Class,139.82
Moderate_Reputation,47125.0,Marble,94.9,84.39,Yes,Yes,Yes,Airways,No,Working Class,2220.12
Moderate_Reputation,340.0,Aluminium,3.02,24.31,No,Yes,No,Roadways,No,Working Class,262.7
High_Reputation,376.0,Wood,6.88,10.86,No,Yes,Yes,Roadways,No,Working Class,660.06
Moderate_Reputation,16355.0,Brass,11.21,65.43,Yes,No,No,Airways,No,Wealthy,915.63
Low_Reputation,5065.0,Stone,20.5,28.59,No,Yes,Yes,Airways,No,Working Class,419.6
Low_Reputation,16977.728997289974,Bronze,9.34,17.93,No,No,No,Roadways,No,Wealthy,2606.16
Low_Reputation,369.0,Wood,5.6,22.81,No,Yes,Yes,Roadways,No,Working Class,170.06
Moderate_Reputation,672.0,Aluminium,6.74,17.2,No,No,Yes,Roadways,No,Working Class,312.85
Low_Reputation,2944.0,Marble,4.81,24.65,Yes,No,Yes,Airways,No,Working Class,245.05
Moderate_Reputation,12552.0,Brass,71.1,37.27,No,Yes,No,Airways,No,Working Class,1793.5
Moderate_Reputation,916.0,Aluminium,6.43,20.73,Yes,No,Yes,Airways,No,Working Class,482.86
Low_Reputation,54449.0,Stone,35.89,83.07,Yes,No,No,Waterways,No,Working Class,1208.29
High_Reputation,5617.0,Bronze,53.63,53.82,No,Yes,Yes,Airways,No,Working Class,1739.88
Low_Reputation,722.0,Bronze,6.19,15.25,No,Yes,Yes,Roadways,No,Wealthy,168.1
Low_Reputation,1895.0,Aluminium,7.23,24.63,Yes,No,No,Airways,No,Working Class,191.46
Very_High_Reputation,2320.0,Bronze,3.51,12.34,No,No,Yes,Roadways,No,Working Class,153.31
Low_Reputation,3427.5422818791944,Clay,5.48,19.79,Yes,Yes,Yes,Airways,Yes,Wealthy,198.11
High_Reputation,806.0,Clay,6.39,18.75,Yes,No,No,Waterways,Yes,Working Class,566.75
Low_Reputation,454.0,Aluminium,3.62,12.71,No,No,Yes,Roadways,No,Working Class,123.32
Moderate_Reputation,31962.0,Brass,65.49,87.35,No,No,No,Roadways,No,Wealthy,1684.67
High_Reputation,6.0,Clay,6.58,12.93,Yes,No,No,Waterways,Yes,Wealthy,185.59
Moderate_Reputation,169.0,Wood,5.86,23.48,No,No,Yes,Roadways,No,Working Class,364.0
High_Reputation,288.0,Aluminium,3.56,18.52,No,No,Yes,Roadways,No,Working Class,422.45
Very_High_Reputation,108.0,Stone,6.27,15.4,No,No,Yes,Waterways,No,Working Class,459.44
Very_High_Reputation,2662.0,Bronze,13.06,17.94,No,No,No,Roadways,No,Working Class,435.29
Low_Reputation,34523.0,Marble,44.81,41.84,No,Yes,No,Roadways,No,Working Class,492.9
Low_Reputation,218.0,Wood,3.5,17.3,Yes,No,Yes,Airways,No,Working Class,147.71
Low_Reputation,4979.0,Brass,16.8,19.51,Yes,Yes,No,Airways,No,Wealthy,297.55
Very_High_Reputation,55076.0,Marble,66.59,96.88,No,Yes,No,Airways,No,Wealthy,625.19
Low_Reputation,73324.0,Stone,182.67,75.34,No,No,No,Roadways,No,Working Class,778.36
High_Reputation,287.0,Wood,6.22,10.68,Yes,No,No,Airways,No,Working Class,309.72
Moderate_Reputation,497.0,Wood,6.22,12.7,Yes,Yes,No,Airways,No,Working Class,332.82
Low_Reputation,1104.0,Aluminium,4.76,20.25,No,No,No,Airways,No,Working Class,192.77
Moderate_Reputation,449.0,Wood,3.22,24.71,Yes,No,No,Waterways,No,Working Class,244.19
Low_Reputation,16977.728997289974,Bronze,15.17,71.85,Yes,No,Yes,Waterways,No,Working Class,600.13
Low_Reputation,118.0,Marble,6.15,12.69,No,Yes,No,Roadways,No,Wealthy,169.63
Low_Reputation,7742.0,Bronze,12.9,60.56,No,No,No,Waterways,No,Working Class,347.66
Very_High_Reputation,390.0,Aluminium,4.79,20.53,No,Yes,No,Roadways,No,Working Class,350.88
Moderate_Reputation,7281.0,Clay,10.7,59.69,No,No,No,Waterways,Yes,Working Class,1174.64
Moderate_Reputation,252.0,Wood,5.66,13.75,No,No,Yes,Roadways,No,Working Class,233.28
Low_Reputation,55.0,Brass,4.78,13.11,Yes,No,No,Waterways,No,Working Class,132.09
Low_Reputation,46937.0,Brass,108.12,82.32,Yes,No,No,Waterways,No,Working Class,690.35
Moderate_Reputation,571.0,Wood,4.26,10.68,No,No,No,Roadways,No,Working Class,142.34
Moderate_Reputation,472.0,Wood,5.54,24.54,No,Yes,No,Roadways,No,Working Class,375.53
High_Reputation,112.0,Wood,5.87,16.55,No,No,No,Roadways,No,Working Class,415.22
High_Reputation,1531.0,Clay,8.17,21.95,Yes,No,No,Airways,Yes,Working Class,961.04
Moderate_Reputation,3135.0,Aluminium,5.6,12.41,No,No,Yes,Roadways,No,Working Class,270.12
Moderate_Reputation,29.0,Aluminium,5.09,10.97,No,No,No,Waterways,No,Working Class,144.8
High_Reputation,448.0,Clay,4.05,18.21,No,No,No,Roadways,Yes,Working Class,374.75
Low_Reputation,5295.0,Bronze,11.98,41.85,No,Yes,No,Roadways,No,Wealthy,349.25
Moderate_Reputation,4433.0,Brass,14.05,15.69,Yes,Yes,Yes,Airways,No,Wealthy,470.62
Moderate_Reputation,504.0,Clay,6.49,19.3,No,No,Yes,Waterways,Yes,Working Class,205.06
High_Reputation,1098.0,Clay,6.67,17.29,No,No,Yes,Roadways,Yes,Working Class,355.04
Moderate_Reputation,54151.0,Stone,156.23,73.82,No,No,No,Roadways,No,Working Class,709.1
High_Reputation,3814.0,Clay,6.71,14.9,No,No,Yes,Waterways,Yes,Working Class,146.62
Very_High_Reputation,251.0,Wood,3.32,12.5,No,No,No,Waterways,No,Working Class,332.71
Moderate_Reputation,4134.0,Marble,10.56,16.65,No,No,Yes,Roadways,No,Working Class,258.61
Low_Reputation,1233.0,Marble,6.89,23.86,No,No,Yes,Waterways,No,Working Class,242.37
Moderate_Reputation,36776.0,Marble,97.32,95.93,No,No,Yes,Roadways,No,Working Class,2385.78
High_Reputation,2494.0,Bronze,7.78,24.74,No,No,No,Roadways,No,Working Class,562.26
Moderate_Reputation,82.0,Bronze,3.76,20.49,No,Yes,Yes,Roadways,No,Working Class,191.81
Low_Reputation,1506.0,Clay,3.38,12.65,No,No,No,Airways,Yes,Working Class,117.08
High_Reputation,330.0,Wood,3.27,24.7,No,Yes,Yes,Roadways,No,Wealthy,553.24
High_Reputation,8973.0,Marble,72.78,69.56,No,No,No,Roadways,No,Working Class,2313.54
High_Reputation,1566.0,Clay,9.62,14.25,No,No,No,Roadways,Yes,Working Class,916.53
Moderate_Reputation,196.0,Aluminium,3.34,24.39,No,No,No,Roadways,No,Working Class,343.32
Moderate_Reputation,2999.0,Bronze,6.0,10.77,Yes,No,Yes,Waterways,No,Working Class,293.56
High_Reputation,368.0,Aluminium,6.95,11.71,No,No,No,Roadways,No,Working Class,328.94
High_Reputation,9873.0,Brass,60.44,25.13,Yes,No,Yes,Waterways,No,Working Class,1522.65
Low_Reputation,14709.0,Stone,38.26,61.46,No,No,No,Airways,No,Working Class,479.74
Low_Reputation,7562.0,Bronze,5.79,96.22,No,No,No,Waterways,No,Working Class,375.45
Moderate_Reputation,227.0,Clay,4.56,24.86,Yes,No,No,Airways,Yes,Wealthy,327.16
Moderate_Reputation,20216.0,Marble,83.98,87.22,No,No,No,Roadways,No,Working Class,1371.74
High_Reputation,22143.0,Bronze,119.82,34.11,No,No,No,Airways,No,Working Class,868.51
Low_Reputation,51.0,Clay,4.7,19.42,No,No,Yes,Airways,Yes,Working Class,127.18
Low_Reputation,2835.0,Marble,6.74,18.69,No,No,No,Roadways,No,Working Class,190.6
Very_High_Reputation,156.0,Aluminium,5.47,17.3,No,No,Yes,Roadways,No,Working Class,175.96
Moderate_Reputation,30361.0,Marble,29.13,57.54,No,No,No,Roadways,No,Wealthy,878.29
Moderate_Reputation,240.0,Wood,3.33,18.89,Yes,No,No,Roadways,No,Working Class,295.83
Low_Reputation,187.0,Aluminium,4.83,21.14,Yes,No,Yes,Waterways,No,Working Class,168.22
Very_High_Reputation,1062.0,Clay,5.09,13.68,No,Yes,No,Airways,Yes,Working Class,213.96
Moderate_Reputation,27899.66926070039,Brass,30.54,77.77,Yes,No,No,Roadways,No,Working Class,1075.19
High_Reputation,227.0,Wood,6.29,10.96,No,Yes,No,Airways,No,Wealthy,316.56
High_Reputation,1216.0,Wood,6.13,11.29,No,No,No,Waterways,No,Working Class,386.31
High_Reputation,10492.0,Stone,66.32,46.18,No,No,No,Roadways,No,Working Class,1813.42
Moderate_Reputation,76.0,Wood,5.28,22.12,No,No,No,Roadways,No,Working Class,209.05
High_Reputation,64.0,Bronze,3.2,13.7,Yes,No,No,Airways,No,Wealthy,248.88
Low_Reputation,20015.0,Bronze,40.61,26.57,No,No,Yes,Roadways,No,Wealthy,348.83
High_Reputation,1166.0,Clay,4.47,13.61,Yes,No,No,Waterways,Yes,Working Class,330.27
Low_Reputation,6831.0,Bronze,24.79,46.79,No,No,No,Roadways,No,Working Class,349.27
